document_type,erp_transaction_code,creator_user_id_group,manual_flag,requires_formal_approval_flag,rationale
FI,FB1S,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,FB70,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FB70,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,FBA7,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FBA7,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,FBB1,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FBB1,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,FBD5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FBD5,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,FBDC_C002,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FBDC_C002,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,FBDC_C014,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FBDC_C014,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,FBDC_C022,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FBDC_C022,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,FBDC_C024,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FBDC_C024,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,FBDC_C080,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FBDC_C080,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,FBDC_P001,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FBDC_P001,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,FBL1N,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FBL1N,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FI,FBVB,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FBVB,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FI,FBZ2,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FBZ2,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,FV60,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,FV60,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,KO88,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,KO88,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FI,KO8G,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,KO8G,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FI,KSV5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,KSV5,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FI,LSMW,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,LSMW,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,MIR4,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,MIR4,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FI,MIRO,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,MIRO,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,MR8M,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,MR8M,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,ZFI_ADP,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,ZFI_ADP,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FI,ZLIA_COCKPIT,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,ZLIA_COCKPIT,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FI,ZMM_CARGA_MIRO_MX,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FI,ZMM_CARGA_MIRO_MX,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FP,AB01L,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,AB01L,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,AB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,AB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,ABAVN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,ABAVN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,ABUMN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,ABUMN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,ABZON,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,ABZON,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,AFABN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,AFABN,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FP,AS02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,AS02,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,F110,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,F110,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FP,F111,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,F111,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FP,FAGL_IT_02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FAGL_IT_02,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FP,FB01,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FB01,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FB05,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FB05,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FB1K,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FB1K,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FB1S,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FB1S,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FB70,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FB70,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FBA7,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FBA7,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FBB1,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FBB1,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FBD5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FBD5,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FBDC_C002,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FBDC_C002,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FBDC_C014,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FBDC_C014,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FBDC_C022,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FBDC_C022,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FBDC_C024,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FBDC_C024,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FBDC_C080,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FBDC_C080,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FBDC_P001,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FBDC_P001,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FBL1N,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FBL1N,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FP,FBVB,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FBVB,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FP,FBZ2,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FBZ2,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,FV60,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,FV60,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,KO88,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,KO88,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FP,KO8G,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,KO8G,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FP,KSV5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,KSV5,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FP,LSMW,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,LSMW,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,MIR4,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,MIR4,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FP,MIRO,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,MIRO,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,MR8M,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,MR8M,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,ZFI_ADP,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,ZFI_ADP,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
FP,ZLIA_COCKPIT,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,ZLIA_COCKPIT,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
FP,ZMM_CARGA_MIRO_MX,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
FP,ZMM_CARGA_MIRO_MX,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
GO,AB01L,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,AB01L,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,AB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,AB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,ABAVN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,ABAVN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,ABUMN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,ABUMN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,ABZON,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,ABZON,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,AFABN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,AFABN,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
GO,AS02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,AS02,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,F110,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,F110,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
GO,F111,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,F111,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
GO,FAGL_IT_02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FAGL_IT_02,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
GO,FB01,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FB01,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FB05,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FB05,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FB1K,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FB1K,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FB1S,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FB1S,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FB70,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FB70,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FBA7,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FBA7,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FBB1,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FBB1,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FBD5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FBD5,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FBDC_C002,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FBDC_C002,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FBDC_C014,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FBDC_C014,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FBDC_C022,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FBDC_C022,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FBDC_C024,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FBDC_C024,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FBDC_C080,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FBDC_C080,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FBDC_P001,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FBDC_P001,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FBL1N,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FBL1N,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
GO,FBVB,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FBVB,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
GO,FBZ2,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FBZ2,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,FV60,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,FV60,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,KO88,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,KO88,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
GO,KO8G,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,KO8G,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
GO,KSV5,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,KSV5,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
GO,LSMW,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,LSMW,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,MIR4,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,MIR4,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
GO,MIRO,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,MIRO,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,MR8M,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,MR8M,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,ZFI_ADP,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,ZFI_ADP,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
GO,ZLIA_COCKPIT,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,ZLIA_COCKPIT,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
GO,ZMM_CARGA_MIRO_MX,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
GO,ZMM_CARGA_MIRO_MX,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
HR,,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
HR,,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
HR,AB01L,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
HR,AB01L,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
HR,AB08,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
HR,AB08,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
HR,ABAVN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
HR,ABAVN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
HR,ABUMN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
HR,ABUMN,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
HR,ABZON,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
HR,ABZON,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
HR,AFABN,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
HR,AFABN,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
HR,AS02,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
HR,AS02,NON_TECHNICAL_USER,MANUAL,YES,Human-initiated posting with high-risk tcode and/or high-risk document type; maker-checker approval required before posting.
HR,F110,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
HR,F110,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
HR,F111,TECHNICAL_USER,NOT_MANUAL,NO,"Posted by technical/system user, treated as automated/system-generated."
HR,F111,NON_TECHNICAL_USER,NOT_MANUAL,NO,ERP transaction code is system/batch/process driven.
